3.350382602816988310e+03,3.392239298385146867e+03,3.767035284970435896e+03,3.898115824841635913e+03,4.058572416404702381e+03,3.946121305860131542e+03,3.982199123207233242e+03,3.736466040151036395e+03,3.577278879928185688e+03,3.276205968330118594e+03,3.499765340824894793e+03,3.659725660682820489e+03,3.694833538454045993e+03,3.460195104480662394e+03,3.583949904368628722e+03,3.760814492745216739e+03,3.580970574329436204e+03,3.668378372327132638e+03,3.700291695389489178e+03,3.317066829369705829e+03,3.444752200980920861e+03,3.012168987328867843e+03,3.415801318372688911e+03,3.049781080623148227e+03,2.895952584298222064e+03,2.785472636612220413e+03,3.174875691150135935e+03,3.365469848544658817e+03,3.094196964239636145e+03,3.502156175514572169e+03,3.413184698501901948e+03,3.624141113251650950e+03,3.890416886510833137e+03,3.829723240333134981e+03,3.752541887180268532e+03,3.712299430883881996e+03,4.119292861688471930e+03,3.921614988086463200e+03,3.977384651143389874e+03,3.650008869013100139e+03,3.179508609216034074e+03,2.849578702296321808e+03,2.397675683965690951e+03,2.383142358762429467e+03,2.469151576151650261e+03,2.633567346850789363e+03,2.567947836913296669e+03,2.755801216095409472e+03,2.935700902691435203e+03,2.852151416479159707e+03,2.552936937896714880e+03,2.554466729243147711e+03,2.439065040736747960e+03,2.415065916841004764e+03,2.433976067707883885e+03,2.561289434453985905e+03,2.507633537326126770e+03,2.300823425295192465e+03,2.245569599822468263e+03,2.609880119703707351e+03,2.730932151987200541e+03,3.085031055138980719e+03,3.117643686588642595e+03,3.133440258723027000e+03,3.263793569950663823e+03,3.540314051952875161e+03,3.545019302288871131e+03,3.550235580113107517e+03,3.503122245313998064e+03,3.196487705468111926e+03,3.298490962089083951e+03,3.827528317597018031e+03,3.964146905395984504e+03,4.138173971148906276e+03,4.369040711230310990e+03,4.626242003378240952e+03,4.942137894755176603e+03,4.634302566893396943e+03,4.577886434172472036e+03,4.721133949030684562e+03,4.841420163404516643e+03,4.960165953588212687e+03,5.363942045018853605e+03,5.353067575366218080e+03,5.215424654124260996e+03,5.383727778015265358e+03,5.413970804296523966e+03,5.190046407000699219e+03,4.345201260820808784e+03,4.350302458003319771e+03,4.581070645366716235e+03,4.620958058715327752e+03,4.233331774060094176e+03,4.149938163889879434e+03,3.910757408018895148e+03,3.895003403425463603e+03,4.079088018172536522e+03,3.986838189516089187e+03,4.156337291327025014e+03,4.696548029593773208e+03
3.875610326157277086e+03,3.948894344265005202e+03,3.780791689260577641e+03,3.919642342416356314e+03,3.957574867667170111e+03,3.880926060852897990e+03,4.046300306463102515e+03,3.698556625060518854e+03,3.758372085146959762e+03,3.559196825055521913e+03,3.925853948443273566e+03,3.943443818384057067e+03,3.516884255355072128e+03,3.291683880648587092e+03,3.647554779753222647e+03,3.965789064924014383e+03,3.643003994980020707e+03,3.752395667496265560e+03,3.499358761134675206e+03,3.655176539551830956e+03,3.427679976931091915e+03,3.207836421649643853e+03,3.445873061838356080e+03,3.328724657507500524e+03,3.184208000638152043e+03,2.982182740606456264e+03,3.190518774207373099e+03,3.246985937344852573e+03,3.243483174833097564e+03,3.766623750519715031e+03,3.880831124748394814e+03,3.938386599221765664e+03,3.704928664062512780e+03,3.729378201004154562e+03,3.743510805431074914e+03,3.761312355760299852e+03,3.943293150265443728e+03,4.018662254557145388e+03,3.950151479119304895e+03,3.553330497119916345e+03,3.458815583425357545e+03,3.045193985050357242e+03,2.807390652598845008e+03,2.583863938124018205e+03,2.191268896672821938e+03,2.412599675759750880e+03,2.477198107206407258e+03,2.655891942527633091e+03,2.971395033511802922e+03,2.728325369305146523e+03,2.453671132203727666e+03,2.320940946414542850e+03,2.516169649351040789e+03,2.702674321024910569e+03,2.780909519186966918e+03,2.623361516702937479e+03,2.481081662954092280e+03,2.460804323683960774e+03,2.327156494550180469e+03,2.419470879757689545e+03,2.736274794287297482e+03,2.705176330413727555e+03,2.856513848021026661e+03,2.961325513526950090e+03,3.526398842163734116e+03,3.461895310655445428e+03,3.319060198235195458e+03,3.313397485639914976e+03,3.149283774500704567e+03,3.241264852607603189e+03,3.294672505384487067e+03,3.550046105731586067e+03,3.644967852279310137e+03,3.968159972073279278e+03,4.201493495727963818e+03,4.683059688696614103e+03,4.480180437718008761e+03,4.439142579613492671e+03,4.652313953138175748e+03,4.702651137215543713e+03,4.871435234536562348e+03,5.004480138032942705e+03,5.077531788722982128e+03,5.210618861932829532e+03,5.381756036498534741e+03,5.372089696587207072e+03,4.944937479103175974e+03,4.862020683257445853e+03,4.648550288128177272e+03,4.654278714590841446e+03,4.478529381320756329e+03,4.587756714919340084e+03,4.165403092565865336e+03,4.254261912067858248e+03,4.050830223376380673e+03,3.852076262592127478e+03,4.071332226677436211e+03,4.115370933671499188e+03,4.289165198013111876e+03,4.764979311866775788e+03
4.086798385002014584e+03,3.940265972429581325e+03,3.961235423026143508e+03,3.901422169073940495e+03,3.936018404532629120e+03,3.821252299683578713e+03,4.049691098620746288e+03,3.923720182641523934e+03,4.238505809838593450e+03,4.126145837954346462e+03,4.136337129315907987e+03,3.952549836365072224e+03,3.745526597300294725e+03,3.823044404007521280e+03,3.972285732427386847e+03,3.916274226425388406e+03,3.738857417332739260e+03,3.486115662799282745e+03,3.605400436893611641e+03,3.489818821865344034e+03,3.300561075493147655e+03,3.238292140971125264e+03,3.560420325404225878e+03,3.271858401069756383e+03,3.198979733003655838e+03,3.049343578887461717e+03,3.219227560707588054e+03,3.145866544898340635e+03,3.604266628559828860e+03,4.195906840514691794e+03,3.700114734490695355e+03,4.043408896298214131e+03,4.057727539323825567e+03,3.449862801358544857e+03,3.995531985889817406e+03,3.782470304252737151e+03,3.744451124942345814e+03,3.612519632079580788e+03,3.522357710565641355e+03,3.490871726555022178e+03,3.326864958677151662e+03,2.897166645285677987e+03,3.014268142139375414e+03,2.812628051445950405e+03,2.460937198064130826e+03,2.333920755286780150e+03,2.454050695791066573e+03,2.767661212928127497e+03,2.853998312497701590e+03,2.407734281777758952e+03,2.604297515097560790e+03,2.450607896731222354e+03,2.443187690803241367e+03,2.578741945413853500e+03,2.543638516077239728e+03,2.806165597106334189e+03,2.616923872331964503e+03,2.947848311799386465e+03,2.816878765796651805e+03,2.907940536916742531e+03,2.853595421753256687e+03,2.930070703451563531e+03,3.068002049620535217e+03,3.241813782205375901e+03,3.396092185250310195e+03,3.401730738867378022e+03,3.065038705013033905e+03,3.194200956915105962e+03,3.339999594773531953e+03,3.201165216378525201e+03,3.269336427974391881e+03,3.449423599814510908e+03,3.486855151762627429e+03,3.794413302365391701e+03,3.989215064077637635e+03,4.230662460130541149e+03,4.163697569969230244e+03,4.364918929151059274e+03,4.444451515075724274e+03,4.625038973061974502e+03,4.911291979002652624e+03,4.992314428860657245e+03,4.838071685624880047e+03,4.928864019038856895e+03,5.161450205678891507e+03,5.133603294343027301e+03,4.929286186333282785e+03,5.067870584402831810e+03,4.472197450562532140e+03,4.532289292253017265e+03,4.441041844195584417e+03,4.385792322492930907e+03,4.348841129150534471e+03,4.181884361968995108e+03,4.112002890012801799e+03,4.051415246776931781e+03,4.051532280389950301e+03,4.126743555668298541e+03,4.423792406084015965e+03,4.777161042636888851e+03
4.150776422568043017e+03,3.893511369524021575e+03,4.329150513089301057e+03,4.212491436565656841e+03,3.972336799010075993e+03,4.045345592830081841e+03,4.050307116399034385e+03,4.482269972336594037e+03,4.347868730277475152e+03,4.403054708080847377e+03,4.009580540218883471e+03,4.114784318961006647e+03,3.847906777380746462e+03,3.768800083862416614e+03,4.011466134001927458e+03,4.016951994196818305e+03,3.671535458920090605e+03,3.163709469286060994e+03,3.166213142317090842e+03,3.086739109365069453e+03,3.303686733714747788e+03,3.360386770595807320e+03,3.717795417596586503e+03,3.211360666845617743e+03,3.064509305128188316e+03,3.086209600981818767e+03,3.184216933673509175e+03,3.782656342851428235e+03,3.749789101811022192e+03,3.521898075155304923e+03,3.688464392742856035e+03,3.825585834483541930e+03,4.034724864780949702e+03,3.935717646953562507e+03,3.868657242029587906e+03,3.813687827042887875e+03,3.571921409512718583e+03,3.537867557581358142e+03,3.426693907258983927e+03,3.262367937073171561e+03,3.218357909824202125e+03,2.876880409146324382e+03,2.758151074554076331e+03,2.595717388886292156e+03,1.833705169284953172e+03,1.997541124506988353e+03,2.253227019430234577e+03,2.476850586814723101e+03,2.872110132099510793e+03,2.680277863237724432e+03,2.522072939076666444e+03,2.233525445030081755e+03,1.985680585182244840e+03,2.145168249821216705e+03,2.209450263752331011e+03,2.443010332076961731e+03,2.882757586922444716e+03,2.783086503520100450e+03,2.707856024024040380e+03,2.805321732677238288e+03,2.869672136769730059e+03,3.196609368346416886e+03,3.181479518911658943e+03,3.212563154669858704e+03,3.227295682944969940e+03,3.295963998067083594e+03,2.834776843540322261e+03,2.807774411457849055e+03,3.033102127125841434e+03,2.908825703072064243e+03,3.130450115009455203e+03,3.172935884330654062e+03,3.414152793604890576e+03,3.397746134938366595e+03,3.493150265395372571e+03,3.791683590990307039e+03,3.940722786881383854e+03,4.178983331612183974e+03,4.293422639264932513e+03,4.599849187668151899e+03,4.835206459741767503e+03,4.826777833470217956e+03,4.932896977090429573e+03,4.716389783933376748e+03,4.965633079725148491e+03,4.732569644767008867e+03,4.856138080561068818e+03,4.421511371780347872e+03,4.278865769907753929e+03,4.271893843223704607e+03,4.612047591026522241e+03,4.609669920810003532e+03,4.498013705747672248e+03,4.251830064981036230e+03,4.286072016980785520e+03,4.300679772089977632e+03,4.282026870941702327e+03,4.391059413736911665e+03,4.319147828122018836e+03,5.015608457787487168e+03
4.071708969306241215e+03,4.402514928515242900e+03,4.309826151477707754e+03,3.961146490500058462e+03,4.062331741478494678e+03,4.085461576152202724e+03,4.151778803167057958e+03,3.905874943621160128e+03,4.263029415024815535e+03,4.290065336948344338e+03,3.954401904140925581e+03,3.939806409351514958e+03,3.908490333843355529e+03,3.885711636174837622e+03,4.053344854746330839e+03,4.032279744722564374e+03,3.593988791637094891e+03,3.615720732858892916e+03,3.352708121466766897e+03,3.557586744889279998e+03,3.574603670918619173e+03,3.664417059389092628e+03,3.714936267624161701e+03,3.248967841545531883e+03,3.118322344112834799e+03,3.220930841003850219e+03,3.526415695582667013e+03,3.827962058054659337e+03,3.725876559642586017e+03,3.570165073496339119e+03,3.629719594918402436e+03,3.508668502954420546e+03,3.669494929414497165e+03,3.584333916390577997e+03,3.511693474656045055e+03,3.501357554920422444e+03,3.523995710988140672e+03,3.315041525806967911e+03,3.410744316207207703e+03,3.321922494661369910e+03,3.097137741178867145e+03,2.731987805303142522e+03,2.514328142086621938e+03,2.151452007287556171e+03,2.045091599380433991e+03,2.131056802583299941e+03,2.304169877771266329e+03,2.657629689150597187e+03,2.459972104750351264e+03,2.565606983822257462e+03,2.347077959051431662e+03,2.251385186670600433e+03,2.027326540681473944e+03,1.950480013606889997e+03,2.026147958672500636e+03,2.385370699007332405e+03,2.529818350891007412e+03,2.439836319732800803e+03,2.660629597720633228e+03,2.830186312184701819e+03,2.935345570414579925e+03,2.977474018321496260e+03,3.447995688470511141e+03,3.285478350532358490e+03,3.275721378286598792e+03,2.929702062037011274e+03,2.917716749546349092e+03,3.087784383000253001e+03,3.007954185950270585e+03,2.773800414352676853e+03,2.844318699614811521e+03,3.057161829297791428e+03,3.309901956355170569e+03,3.595008640479339192e+03,3.606902163319246938e+03,3.927722327146034786e+03,3.919629684269089921e+03,4.176816184467784296e+03,4.164151671960904423e+03,4.240522071867570048e+03,4.387592021705235311e+03,4.704185087667508014e+03,4.582035051523930633e+03,4.519713097447925975e+03,4.574921064261408901e+03,4.449638534496706598e+03,4.460205338838481111e+03,4.240932159672888702e+03,4.438553650270356229e+03,4.521650878963845571e+03,4.725433198334621920e+03,4.778777849704250002e+03,4.674726577187730072e+03,4.758720653698161186e+03,4.477599405324110194e+03,4.027674457583843832e+03,4.547021024873157330e+03,4.597394736746924536e+03,4.753958441699463947e+03,4.999922951853838640e+03
4.590514165720007441e+03,4.769238814588294190e+03,4.142705334707587099e+03,4.154064973061903402e+03,4.247143982696616149e+03,4.276707808961656156e+03,4.023485406493400660e+03,4.005648304853422815e+03,4.161337910487965019e+03,4.308478999113271129e+03,3.965039630273531202e+03,3.885027083570631930e+03,3.926095827554480366e+03,3.882505978462508665e+03,4.135484223353049856e+03,3.837181999361077942e+03,3.720673373959236869e+03,3.586285983529841815e+03,3.301382082924892529e+03,3.489637955023964423e+03,3.417726405575206172e+03,3.897267331147253572e+03,4.012785944768266290e+03,3.140249763294572404e+03,3.377032704411814848e+03,3.248319418910240074e+03,3.821885713372825194e+03,3.863209898768523544e+03,3.579962081653598034e+03,3.593258163376837274e+03,3.429736564200647081e+03,3.402532397416871390e+03,3.331429269584861231e+03,3.564714511449255951e+03,3.458445857026752492e+03,3.133539136936250543e+03,3.213876744860969211e+03,3.321552804428899890e+03,3.470963571191469327e+03,3.267504685566435455e+03,3.248237430282084460e+03,2.531161416482182176e+03,2.654288408431835251e+03,2.106810880981983246e+03,2.262811153716595982e+03,2.354194080115920769e+03,2.451188724860106959e+03,2.395326151002239840e+03,2.216685443733401371e+03,2.459316412721914730e+03,2.280071080007328419e+03,2.153263641324425407e+03,1.663428676401141502e+03,1.735427567066042684e+03,2.208288462830019853e+03,2.249592178193281143e+03,2.120320559898821557e+03,1.967383956630335661e+03,2.025402683127547789e+03,2.637570757170025900e+03,2.753878009531914358e+03,2.953119308985951648e+03,3.285119076146782390e+03,3.380753006225888839e+03,3.522719046420914310e+03,3.149215456671597167e+03,3.012464500818352008e+03,2.818806601625432450e+03,2.807638860783685232e+03,2.747449732189919359e+03,3.054210383348720825e+03,3.071186730974534839e+03,3.266457639790634857e+03,3.378055772040077500e+03,3.576060587502928229e+03,3.908719446308889928e+03,3.856073705499081370e+03,4.203480897181169894e+03,4.148114522696173481e+03,4.222649165753892703e+03,4.108028521100009129e+03,4.449855784469944410e+03,4.554539602688470040e+03,4.341859365277750840e+03,4.743781218964434629e+03,4.588794502164567348e+03,4.491321415619819163e+03,4.493044623456493355e+03,4.323041763550461837e+03,5.031377941486719465e+03,4.958012766571941029e+03,5.248449290184400525e+03,5.176857160040393865e+03,5.031790199260141890e+03,4.793415984366883094e+03,4.354274801612548799e+03,4.704115540189807689e+03,4.770226692567154714e+03,4.755751739505861224e+03,4.697271713956100939e+03
4.640655112348600596e+03,4.856171932063474742e+03,4.476305634175006162e+03,4.151950556142404821e+03,4.478108154345843104e+03,4.533563425190789530e+03,4.554409115273214411e+03,4.182022154943531859e+03,4.133160983169779684e+03,4.282848348533202625e+03,4.052841060485099661e+03,4.347953720694839831e+03,4.096539190985407913e+03,4.120731622872986918e+03,4.304596673014178123e+03,3.585049969698411132e+03,3.465437892081889913e+03,3.575559324871151148e+03,3.690197365435993561e+03,3.643438422594228086e+03,3.745551985927099395e+03,4.058736393661014517e+03,3.737153920039666446e+03,3.338627813271128161e+03,3.304287308553370167e+03,3.530545253380954819e+03,3.706612450811984218e+03,3.504658546564739936e+03,3.587825395068198304e+03,3.499722773283942388e+03,3.559694217910849147e+03,3.518265982544614872e+03,3.387138282033311498e+03,3.376219255702295413e+03,3.136873546089353567e+03,3.264544812907899541e+03,3.237719305558086035e+03,3.325747750599356095e+03,3.167326552950706173e+03,3.056479844489174411e+03,2.640005027387896916e+03,2.682762802210798327e+03,2.453041769121607103e+03,2.493382597305326726e+03,2.298278667534747910e+03,2.490793644527851939e+03,2.191388172586213841e+03,2.153619190598091336e+03,2.201672953406877241e+03,2.049281482291983593e+03,2.113568233986788528e+03,1.491491723924965754e+03,1.451801054351020866e+03,1.712569086903607058e+03,1.770051903611664557e+03,1.960857307401007802e+03,1.850563904639589055e+03,1.952217760229853411e+03,2.423780798071466052e+03,2.419429867360544449e+03,2.733096912166687616e+03,2.986165066068960186e+03,3.398129278973074634e+03,3.342383485565280353e+03,3.109964097140091326e+03,2.965889679770120892e+03,2.776309150642613531e+03,2.669122129552813476e+03,2.917730637342207501e+03,2.880156156828377789e+03,3.105787451033970228e+03,3.262780484175674701e+03,3.583251934128320954e+03,3.435565749515557854e+03,3.840585992158015415e+03,4.307135535694610553e+03,4.088278845740241195e+03,4.132734801434363362e+03,4.087262215684017065e+03,4.260261150549768900e+03,4.178674906812487279e+03,4.443762875698258540e+03,4.650020152188835709e+03,4.365552270508035690e+03,4.427442690260636482e+03,4.870233289204348694e+03,4.686010411322983600e+03,4.757343989767524363e+03,4.790061430676558302e+03,5.009953267748296639e+03,4.984670535387398559e+03,5.401635512116993596e+03,5.567157930382493760e+03,5.034787865529804549e+03,4.746103121000708597e+03,5.085191920790877703e+03,4.850757138323953768e+03,4.815642895312960718e+03,4.890157176836646613e+03,4.347275714161078213e+03
4.736665821222646628e+03,4.513514185734411512e+03,4.585363240101804877e+03,4.151733631664381392e+03,4.419242416965786106e+03,4.442158365116813911e+03,4.525592553690554269e+03,4.350767916161399626e+03,4.558556141314730667e+03,4.281800687933106019e+03,4.509890845328402975e+03,4.374264077617017392e+03,4.453085275665270274e+03,4.401406617306669432e+03,4.226560207764215193e+03,3.892435354674046721e+03,3.627230279842987329e+03,3.776925203928635710e+03,3.994751484529327172e+03,4.055283070255870825e+03,4.179586040252774183e+03,3.997451105680051569e+03,3.792753095935972397e+03,3.663112040571988473e+03,3.783564329837965943e+03,3.665464539158513617e+03,3.668043184587499582e+03,3.359923120744480912e+03,3.728033652601442100e+03,3.624220859579434091e+03,3.797803226535794693e+03,3.680871999845907339e+03,3.298915986508178776e+03,3.556454238536359298e+03,3.426665661507510777e+03,3.222331157586808331e+03,3.573070335290951789e+03,3.610273100268748749e+03,3.287809402600799785e+03,3.024359000143906997e+03,2.449699294920389093e+03,2.837453426863020468e+03,2.833540287216865636e+03,3.018312637188028475e+03,2.794715326417585402e+03,2.123046654660402055e+03,2.227735897799185295e+03,2.356806649379583178e+03,2.113020317040798091e+03,2.190494109561670484e+03,2.006632603701713606e+03,1.738987508237310294e+03,1.742458299885682209e+03,1.480712660536589283e+03,1.753806799070403940e+03,1.764076534778886753e+03,1.469506655923960807e+03,1.990167138899599877e+03,1.946552696835795359e+03,2.146767443980808821e+03,2.438433833181739828e+03,3.012944750925666540e+03,2.832632047067382700e+03,3.087639899290732501e+03,3.077409657001722735e+03,2.908996334897225097e+03,2.345851203750572495e+03,2.516102271841445145e+03,2.660256471705333297e+03,3.197644732460596515e+03,3.241802498371240290e+03,3.611702241261340987e+03,3.550799916484410460e+03,4.015935110977648947e+03,4.262270251684004506e+03,4.420142158073532300e+03,4.031066660220754329e+03,4.194786775312227292e+03,4.290711119455777407e+03,4.241887234967260156e+03,4.439861960205749710e+03,4.373868058438231856e+03,4.599869151374698959e+03,4.631588406956383551e+03,4.601947655322093851e+03,4.591567251240361657e+03,4.743872900116783967e+03,4.734550174654556031e+03,4.741494940571184998e+03,5.049243216545901305e+03,5.407252149056221242e+03,5.456368111251394112e+03,5.261877776128054393e+03,5.093757363551317212e+03,5.189801996260039232e+03,5.837160877021409760e+03,5.214128098182758549e+03,4.963561592007952640e+03,5.049335838017761489e+03,4.627414292479715186e+03
4.689392306611404820e+03,4.640229653935884926e+03,4.638965502851386191e+03,4.215140859120932873e+03,4.376608113327941282e+03,4.316300178980539386e+03,4.569406777484368831e+03,4.331047897032371111e+03,4.232517710526279188e+03,4.239625332549032464e+03,4.126515202691600280e+03,4.327875150502936776e+03,4.574405552172421267e+03,4.125008593837734225e+03,4.123675039940076203e+03,4.092715743354174265e+03,3.587227713520379893e+03,3.991632914870196146e+03,4.102974882385087767e+03,3.924473921062077807e+03,4.155562323385197487e+03,3.982639084240102875e+03,3.901356636037231965e+03,3.804884338781556835e+03,3.718536823365088821e+03,3.513758235472121214e+03,3.590745774307260945e+03,3.387018752956974822e+03,3.543096529718996862e+03,3.516542340714319835e+03,3.847559473985872046e+03,3.345849250120880242e+03,3.523141177549205167e+03,3.540865657844641191e+03,3.640233126543249909e+03,3.450311008270205548e+03,3.727363277122175987e+03,3.668477756866247091e+03,3.161189593826529745e+03,2.718674002173729605e+03,2.652038657834984406e+03,2.464446361981789778e+03,2.702930341094921914e+03,3.000808408655040694e+03,2.792018526225394908e+03,2.704496081579593465e+03,2.461963954638168616e+03,2.216634196320037518e+03,2.290652531633798390e+03,2.580819400543332449e+03,2.259955584191540765e+03,1.760250591684334722e+03,1.622888319650357516e+03,1.682240021387066690e+03,1.564320699721508845e+03,1.763134949452888577e+03,1.711693504774073290e+03,1.998451896285924704e+03,2.223039978326031815e+03,2.044432977895058684e+03,2.269658198736322447e+03,2.753506113165206898e+03,3.033956081906615509e+03,2.962347640835702350e+03,3.087401672959164898e+03,2.728098282143174401e+03,2.365514731376654709e+03,2.214769542729186469e+03,2.826997616389710402e+03,2.868861183523528325e+03,3.782006401238464605e+03,3.472124250963593568e+03,3.397253516012865020e+03,3.833099529870624337e+03,4.224980253988469485e+03,3.892864212703456360e+03,3.865618816525724924e+03,4.136711304149123862e+03,4.031953019858532571e+03,4.239245660463288914e+03,4.411083336898755988e+03,4.453068386080202799e+03,4.412358844149660399e+03,4.564397948610772801e+03,4.421392059700821846e+03,4.574324431531505979e+03,4.354394511519561092e+03,4.806617202317888768e+03,5.081084062673618973e+03,4.996695015802319176e+03,5.515507698606040321e+03,5.548592370450360249e+03,5.087308109850993787e+03,5.156533781280345465e+03,5.581767638462978539e+03,5.825189633157280696e+03,5.250124903387350969e+03,5.218431615090631567e+03,4.801044651897285803e+03,4.666076939664896599e+03
4.599640943062540828e+03,4.751142112430936322e+03,4.363830219987682540e+03,4.367093635017683482e+03,4.031905461390942946e+03,4.220978688142119609e+03,4.400435628912877291e+03,3.836038353838562216e+03,4.029133218641040457e+03,4.285111986925912788e+03,4.211628404084985050e+03,4.424550918434397317e+03,4.334711454180553119e+03,4.138715125027642898e+03,3.980511213518366276e+03,3.760338908069323679e+03,3.833772256148668930e+03,4.061930188881046888e+03,3.638612196536493684e+03,3.341772386381358956e+03,3.622255844963822710e+03,3.733232281351774873e+03,3.721537202094879831e+03,3.593736641343534302e+03,3.728354807880676162e+03,3.672191042450122040e+03,3.445626372631187678e+03,3.493432831408509628e+03,3.542449770725917460e+03,3.417832734012250057e+03,3.383389011145062796e+03,3.358964248005929221e+03,3.490556611020341279e+03,3.633370240756372368e+03,3.794201730475355816e+03,3.528381433520979499e+03,3.826204130728337987e+03,3.365869339672409296e+03,2.898562947427645668e+03,2.802586270886680268e+03,2.588749368144827258e+03,2.511157095365535042e+03,2.624639085423539655e+03,3.175375470970377137e+03,3.054098666157555272e+03,2.737205855267996867e+03,2.104950965154824189e+03,2.100091357754439741e+03,2.195434982267509440e+03,2.462849084627355296e+03,1.959476737527786781e+03,1.679613311164601100e+03,1.662725100409900733e+03,1.862257790414027340e+03,1.790055429073341429e+03,1.921481391700393260e+03,1.517832641231259458e+03,1.848751294117073485e+03,1.973141424499444383e+03,2.196887486583343161e+03,2.495127649487571034e+03,2.596809280669553118e+03,2.719374938037111860e+03,2.850468570049200025e+03,2.822155115571204533e+03,2.925431420145897391e+03,2.577609511393202865e+03,2.532106835418495393e+03,2.885571131398572561e+03,3.218287675189937090e+03,3.409343493298359135e+03,3.287857467394279411e+03,3.536520369050786940e+03,3.799412945040685372e+03,3.818351450157442287e+03,3.939120337769637445e+03,4.280634402410049915e+03,4.415674736241617211e+03,4.544284586596952977e+03,4.405068221483559682e+03,4.404875383651478842e+03,4.224426731291546275e+03,4.268043777317074273e+03,4.282443938811085900e+03,4.223421999893752400e+03,4.591962366265770470e+03,4.515151932993964692e+03,4.757640949902411194e+03,5.283735322336876379e+03,5.306105415011612422e+03,5.496754725762084490e+03,5.248941836777630670e+03,4.890829396788800295e+03,4.924482781106764378e+03,5.373772470684896689e+03,5.419607549606838802e+03,5.227745443683636040e+03,4.925964145998366803e+03,4.584819880088829450e+03,4.616882750119613775e+03
